normalized_center_x,normalized_center_y,normalized_width,normalized_height,normalized_top_left_x,normalized_top_left_y,normalized_bottom_right_x,normalized_bottom_right_y
0.49530017983272645,0.5298247732388036,0.9419750085908631,0.785689050162185,0.02431267553729486,0.13698024815771104,0.966287684128158,0.9226692983198961
